,WtDate,TubingPress,IA,WtOilVol,WtGasVol,WtGasRate,WtGasLiftVol,WtWaterVol,WtrLift,WtTotalFluid,WtWaterCut,WtGOR,WtSeparatorPress,WtRemarks,WtInfoOnly,well,WHP,BHP,HeaderP,RP
139,2024-02-19,209.8,3111.0,223.9,43.6,43.6,0.0,155.3,3078.7,379.20000000000005,40.9,194.8,187.8,,No,MPE-24,206.42186073619658,988.6367521367522,172.24567927631585,1041.7109271457716
140,2024-03-15,244.7,3083.8,347.4,157.7,157.7,0.0,1450.2,3160.1,1797.6,80.7,454.0,200.7,,No,MPE-24,233.77199950354537,956.2164634146342,177.83304013050545,997.3041051284521
141,2024-03-17,231.9,3096.4,323.7,150.8,150.8,0.0,722.6,3168.1,1046.3,69.1,465.9,197.3,,No,MPE-24,218.61539686192484,928.343373493976,172.44154419098186,889.5258385758546
142,2023-06-04,228.7,3282.2,547.8,122.8,122.8,0.0,671.9,3109.6,1219.6999999999998,55.1,224.2,197.8,,No,MPE-31,211.2021778501628,1004.8157894736842,169.35437038461575,
143,2023-06-14,235.3,3287.9,556.2,115.6,115.6,0.0,425.8,3166.9,982.0,43.4,207.8,208.2,,No,MPE-31,227.33908638631593,1008.244966442953,168.60005716577575,1022.4117808469157
144,2023-07-03,231.4,3286.9,503.6,129.0,129.0,0.0,375.8,3149.3,879.4000000000001,42.7,256.2,207.6,,No,MPE-31,208.03983179039284,1021.1773700305811,168.77454447453962,1132.022942301148
145,2023-07-05,225.3,3286.3,509.7,131.0,131.0,0.0,369.7,3173.6,879.4,42.0,257.0,202.1,,No,MPE-31,225.09334558823556,1024.8227665706052,169.46261378169788,2.8198178272379904e+16
146,2023-07-12,222.3,3291.5,530.6,110.1,110.1,0.0,310.4,3112.3,841.0,36.9,207.5,200.1,,No,MPE-31,214.89620000000033,1053.1121951219511,169.69388217224378,1672.6801485511694
147,2023-08-03,215.7,2944.0,542.3,116.3,116.3,0.0,623.9,2400.9,1166.1999999999998,53.5,214.4,193.3,,No,MPE-31,216.07608888888925,1059.807142857143,170.74876317190035,1035.798385019564
148,2023-08-05,221.0,3203.9,433.8,57.0,57.0,0.0,608.4,2516.5,1042.2,58.4,131.4,200.7,WT - Well testing lower due to the water injection header being lower causing the booster to not meet 3400psi,No,MPE-31,206.87826127497652,1037.059829059829,171.52170495867767,845.8723255149874
149,2023-08-09,223.7,3274.7,474.5,141.7,141.7,0.0,560.2,2534.3,1034.7,54.1,298.6,201.7,,No,MPE-31,223.32623025210077,1029.1379310344828,171.25316047020286,-63.767120542284104
150,2023-08-10,221.1,3269.9,500.6,144.8,144.8,0.0,572.5,2521.1,1073.1,53.3,289.3,197.9,,No,MPE-31,211.1238048192774,1028.943820224719,169.92238458563543,1034.3683074631954
151,2023-09-17,232.4,3317.3,456.1,100.7,100.7,0.0,496.2,2474.9,952.3,52.1,220.8,209.8,,No,MPE-31,227.06962378854575,1033.4685314685314,170.95412420656262,1069.1380887324594
152,2023-09-20,244.9,3280.8,439.6,139.5,139.5,0.0,455.9,2477.1,895.5,50.9,317.4,224.3,,No,MPE-31,242.27198742203748,1036.8974358974358,196.70754583772398,1090.9570118848285
153,2023-10-08,218.7,3317.5,287.3,126.3,126.3,0.0,742.1,2519.6,1029.4,72.1,439.6,197.3,WT - Meter tech calibrated in new Phase dynamics after piping changeout,No,MPE-31,197.9852473949578,1029.5118110236222,172.83104394520598,1086.2912153933287
154,2023-10-15,211.7,3329.8,273.2,120.2,120.2,0.0,726.3,2505.6,999.5,72.7,440.0,189.0,,No,MPE-31,209.99673300852652,1043.430303030303,167.80148952431864,1508.6989572335629
155,2023-10-18,216.9,3327.8,273.3,74.7,74.7,0.0,746.7,2524.8,1020.0,73.2,273.4,194.6,,No,MPE-31,201.95523892617453,1040.5141700404859,167.95118902702743,1185.609567582613
156,2023-11-01,209.0,3333.0,276.9,93.0,93.0,0.0,771.3,2508.0,1048.1999999999998,73.6,336.0,188.1,,No,MPE-31,204.3268074074077,1053.3714285714286,172.6062935960594,575.4643933893572
157,2023-11-02,213.7,3331.6,267.7,105.8,105.8,0.0,810.2,2503.9,1077.9,75.2,395.1,192.3,,No,MPE-31,203.4808039062502,1049.8695652173913,174.0574649434572,1176.962444318976
158,2023-11-04,210.9,3330.3,275.3,98.9,98.9,0.0,855.5,2491.7,1130.8,75.7,359.3,189.7,,No,MPE-31,210.22290623441415,1048.4745762711864,171.02014561219124,1078.2941131401546
159,2023-11-05,211.4,3330.6,279.2,99.5,99.5,0.0,853.9,2567.3,1133.1,75.4,356.3,190.2,,No,MPE-31,202.16375856727964,1049.0165745856355,171.01348612004293,781.9999267150924
160,2023-11-13,204.0,3331.8,294.4,103.3,103.3,0.0,877.3,2422.1,1171.6999999999998,74.9,351.1,184.2,,No,MPE-31,209.0386596218019,1053.463768115942,175.67919380097888,918.4695541402925
161,2023-12-08,203.9,3323.5,281.9,64.5,64.5,0.0,1025.2,2318.7,1307.1,78.4,228.9,184.2,,No,MPE-31,202.4868315334773,1071.2424242424242,172.2831042223415,899.6140533197886
162,2024-01-02,233.7,3263.4,595.8,58.7,58.7,0.0,692.5,2435.3,1288.3,53.8,98.5,208.9,WT - Verified with SO at wellhead and test separator,No,MPE-31,223.4075259079901,1051.5174216027874,179.37197317880788,-300.16986034637233
163,2024-01-08,216.4,3259.9,644.2,42.8,42.8,0.0,578.3,2351.3,1222.5,47.3,66.5,195.1,WT - Verified with SO,No,MPE-31,214.21689291949582,1058.0821917808219,176.66876415612984,1180.0492365019034
164,2024-01-19,216.0,3304.3,549.5,132.5,132.5,0.0,676.5,2600.8,1226.0,55.2,241.1,194.0,,No,MPE-31,199.94724666142983,1061.1206896551723,174.2231112929623,-3.2217086173061813
165,2024-01-21,216.0,3287.9,548.9,39.2,39.2,0.0,724.7,2503.2,1273.6,56.9,71.4,193.4,,No,MPE-31,203.3501384350817,1064.8641975308642,174.99055172413782,964.7017683190735
166,2024-02-02,212.9,3327.2,560.7,123.0,123.0,0.0,694.2,2359.1,1254.9,55.3,219.4,190.4,,No,MPE-31,211.75189316455706,1097.5042016806722,173.42515860155382,3287.8753892525624
167,2024-02-14,217.0,3324.7,554.1,122.5,122.5,0.0,872.5,2421.4,1426.6,61.2,221.1,195.4,,No,MPE-31,215.4042791208793,1116.7142857142858,179.2955578313253,957.103884535757
168,2024-03-11,212.6,3326.2,576.2,113.4,113.4,0.0,1093.3,3073.2,1669.5,65.5,196.9,189.0,,No,MPE-31,208.865689437315,1130.5102040816328,173.73243074433685,1035.6881138622587
169,2024-03-13,212.9,3329.3,589.2,36.9,36.9,0.0,1130.6,2326.0,1719.8,65.7,62.7,189.2,,No,MPE-31,206.2708204081633,1139.79,171.77207694822883,822.505844524691
170,2024-03-17,213.8,3323.9,610.9,116.4,116.4,0.0,1347.9,2322.7,1958.8000000000002,68.8,190.5,190.1,,No,MPE-31,208.20453803849784,1141.1454545454546,172.44154419098186,1130.0363986306572
171,2023-05-31,297.3,3137.7,456.4,562.4,562.4,0.0,144.6,3849.8,601.0,24.1,"1,232.1",209.8,,No,MPE-35,201.15284646271493,833.7212480660125,168.12021220430134,
172,2023-06-05,300.4,3140.0,496.2,666.8,666.8,0.0,216.2,3846.0,712.4,30.3,"1,343.8",210.9,,No,MPE-35,293.5534665856034,845.9553388590911,168.28841274298082,767.7186577011998
173,2023-07-30,309.3,3065.7,564.8,922.8,922.8,0.0,299.2,3813.7,864.0,34.6,"1,634.0",212.2,,No,MPE-35,296.40245452775014,880.8789858605556,170.92996958650735,681.8418419999663
174,2023-08-08,303.5,3041.7,459.0,745.5,745.5,0.0,174.7,3808.6,633.7,27.6,"1,624.1",209.9,,No,MPE-35,207.64769169068197,825.1583820662762,170.80978918770643,671.8359911655604
175,2023-08-09,301.6,3029.3,465.6,737.7,737.7,0.0,114.3,3794.4,579.9,19.7,"1,584.4",208.8,,No,MPE-35,285.0257411165045,827.1546738072038,171.25316047020286,848.6723240035595
176,2023-08-11,303.7,3046.4,491.8,756.6,756.6,0.0,117.6,3787.1,609.4,19.3,"1,538.5",210.8,,No,MPE-35,280.99391786743587,829.8845927379789,170.21240968801308,773.4909454019014
177,2023-09-27,306.1,3142.2,551.4,955.2,955.2,0.0,0.0,3902.8,551.4,0.0,"1,732.3",211.7,WT - Calibrated by metering tech,No,MPE-35,306.70286601150616,809.5614230396883,171.59192090666704,616.3511511149047
178,2023-10-01,297.2,3142.4,562.4,947.4,947.4,0.0,0.0,3920.2,562.4,0.0,"1,684.7",199.7,WT - Meter tech calibrated in new Phase dynamics after piping changeout,No,MPE-35,266.6786850652487,803.2331210191073,169.64917776554765,1126.781944325903
179,2023-10-13,300.6,3265.1,429.3,788.9,788.9,0.0,0.0,4140.5,429.3,0.0,"1,837.6",203.2,,No,MPE-35,261.87986413994116,823.8296332518322,169.69475299238312,890.2615092962259
180,2023-10-26,290.8,3231.7,515.7,646.1,646.1,0.0,0.0,4187.9,515.7,0.0,"1,252.9",200.4,,No,MPE-35,280.37889458675676,750.1227857683563,170.49628444806967,1190.0605316853535
181,2023-11-01,285.9,3239.2,496.9,579.3,579.3,0.0,0.0,4224.8,496.9,0.0,"1,165.7",196.3,,No,MPE-35,281.0837737349399,758.3025809994516,172.6062935960594,974.5015304851554
182,2023-11-02,284.8,3223.5,506.4,526.8,526.8,0.0,0.0,4240.6,506.4,0.0,"1,040.2",197.5,,No,MPE-35,248.88479860038632,731.5417751479297,174.0574649434572,2158.0335733806346
183,2023-12-09,275.0,3144.7,488.5,418.2,418.2,0.0,0.0,4201.3,488.5,0.0,856.1,198.5,,No,MPE-35,205.51129961389998,655.6072834645665,168.8722446236559,-1416.6831739277789
184,2024-01-25,265.4,3065.7,608.3,318.1,318.1,0.0,0.0,3965.2,608.3,0.0,523.0,203.3,WT - well was calibrated.,No,MPE-35,262.8253184343434,615.4610132158589,174.1317289428074,819.3088946206076
185,2024-02-19,263.3,3189.5,637.6,295.1,295.1,0.0,0.0,3903.6,637.6,0.0,462.8,202.3,,No,MPE-35,234.27122547357905,587.7190428713863,172.24567927631585,1191.414615964755
186,2024-03-06,256.4,3169.9,643.9,238.8,238.8,0.0,145.7,3914.2,789.5999999999999,18.5,370.9,196.9,,No,MPE-35,256.53088627752163,584.32796833773,172.15697371552244,601.9437081520389
187,2024-03-11,253.7,3176.2,639.9,239.8,239.8,0.0,87.3,5194.8,727.1999999999999,12.0,374.7,196.0,,No,MPE-35,242.96609245282994,581.6321816386958,173.73243074433685,550.2158981845658
188,2023-05-31,271.7,200.0,312.8,265.3,265.3,0.0,178.1,0.0,490.9,36.3,848.2,208.1,,No,MPE-37,266.3872916919962,896.1108974358975,168.12021220430134,
189,2023-06-04,250.3,200.0,306.1,260.5,260.5,0.0,173.3,0.0,479.40000000000003,36.1,851.1,204.4,,No,MPE-37,231.78869869524692,868.6144208037824,169.35437038461575,-277.6300050602207
190,2023-06-11,241.6,180.0,280.4,264.6,264.6,0.0,138.0,0.0,418.4,33.0,943.7,199.1,,No,MPE-37,222.5153480686693,861.2753768844211,182.70867184517522,810.9367543293268
191,2023-07-21,240.6,180.0,281.7,343.8,343.8,0.0,122.7,0.0,404.4,30.4,"1,220.7",199.7,,No,MPE-37,242.70997212121216,861.9602015113348,165.15456151761563,881.7418500201851
192,2023-08-16,241.8,180.0,279.1,237.9,237.9,0.0,59.2,0.0,338.3,17.5,852.2,203.8,,No,MPE-37,235.2161102793297,898.2912087912085,170.4564151195107,1084.2334139770069
193,2023-09-04,240.9,200.0,167.0,157.6,157.6,0.0,42.0,0.0,209.0,20.1,944.0,196.9,WT - Raised the level in the vessel while well is in test noticed that the density was .856 raised level from 60% to 72% and density reading .913. Also pump was running 6hz slower,No,MPE-37,246.95638502415449,925.0022471910116,171.5466791437983,968.1778622378704
194,2023-09-05,229.1,200.0,137.1,129.2,129.2,0.0,0.0,0.0,137.1,0.0,942.2,200.7,,No,MPE-37,199.99128280155665,933.24887063655,171.4880072487647,948.9736560938977
195,2023-12-07,215.2,3152.0,551.3,232.3,232.3,0.0,230.1,1454.3,781.4,29.5,421.3,200.6,,No,MPE-37,213.89585714285715,,172.94003905325448,
196,2023-12-09,213.0,3155.0,550.4,237.2,237.2,0.0,174.3,1453.0,724.7,24.0,430.9,198.6,,No,MPE-37,204.40639130434775,,168.8722446236559,
197,2024-01-03,224.5,0.0,544.5,242.6,242.6,0.0,83.2,1140.6,627.7,13.3,445.5,209.2,,No,MPE-37,226.43202307692306,,186.99844075342463,
198,2024-01-15,217.3,3147.0,537.4,205.1,205.1,0.0,49.5,1452.2,586.9,8.4,381.7,202.6,,No,MPE-37,218.86481531531533,,173.91090485436902,
199,2024-01-23,215.2,3013.0,530.8,186.1,186.1,0.0,40.4,1466.6,571.1999999999999,7.1,350.5,202.5,,No,MPE-37,214.7456106796117,,173.59096705882354,
200,2024-02-25,218.4,3188.0,486.0,156.1,156.1,0.0,123.0,1428.3,609.0,20.2,321.2,205.6,,No,MPE-37,206.76075820895528,,177.80559836601333,
201,2024-03-05,208.4,3182.0,479.7,165.6,165.6,0.0,73.1,1444.0,552.8,13.2,345.1,195.9,,No,MPE-37,193.85402222222214,,174.10828800000021,
202,2024-03-07,207.3,3188.0,459.7,160.7,160.7,0.0,68.0,1447.6,527.7,12.9,349.6,194.7,,No,MPE-37,181.9299820224719,,174.73091911207425,
203,2024-03-09,210.4,3187.0,474.7,140.6,140.6,0.0,111.8,1454.7,586.5,19.1,296.2,197.6,,No,MPE-37,211.35459090909092,,174.7331815873017,
204,2024-03-11,210.0,3180.0,486.9,158.9,158.9,0.0,117.8,1923.3,604.6999999999999,19.5,326.4,197.5,,No,MPE-37,207.5986611940298,,173.73243074433685,
205,2024-03-17,212.0,3185.0,467.4,175.5,175.5,0.0,196.2,1442.6,663.5999999999999,29.6,375.4,199.5,,No,MPE-37,202.66285263157891,,172.44154419098186,
206,2023-06-02,281.8,3115.4,492.3,210.5,210.5,0.0,1076.8,3912.2,1569.1,68.6,427.5,212.0,,No,MPE-41,281.62067677664976,831.2616797900258,167.7386944385027,
207,2023-06-25,289.7,3145.2,569.6,259.5,259.5,0.0,1108.7,3966.3,1678.3000000000002,66.1,455.7,211.8,,No,MPE-41,268.25986905460985,769.887123828317,167.84349903329806,1713.1555970017193
208,2023-07-03,276.0,3133.9,465.9,305.6,305.6,0.0,856.3,3959.2,1322.1999999999998,64.8,655.9,210.3,,No,MPE-41,243.3896101542419,791.2065862242333,168.77454447453962,870.36579200879
209,2023-07-04,280.7,3147.0,550.5,350.5,350.5,0.0,1025.1,3988.6,1575.6,65.1,636.7,211.6,,No,MPE-41,264.53708618714165,789.5303696303678,168.9038579352007,799.9528118769917
210,2023-09-26,272.0,3129.2,320.4,138.2,138.2,0.0,2438.2,3735.2,2758.6,88.4,431.2,206.0,,No,MPE-41,271.0393418926715,956.9021447721168,172.3144884239132,566.6132361448733
211,2023-10-08,269.3,3114.0,251.6,161.9,161.9,0.0,2454.8,3770.8,2706.4,90.7,643.3,201.2,WT - Meter tech calibrated in new Phase dynamics after piping changeout,No,MPE-41,255.63835891980386,957.9322162162179,172.83104394520598,1011.3380659540519
212,2023-10-17,227.9,3192.8,232.1,14.5,14.5,0.0,2498.2,2868.8,2730.2999999999997,91.5,62.6,183.3,,No,MPE-41,227.9271059729062,979.3209568382728,168.42985379159856,-1464.0965544754106
213,2023-11-03,219.6,3211.2,180.9,11.3,11.3,0.0,1989.9,3016.0,2170.8,91.7,62.6,184.9,,No,MPE-41,206.58449743735792,1083.116807165438,172.2821284648185,1485.8335755125534
214,2023-11-27,235.3,3160.7,246.2,21.6,21.6,0.0,2068.5,4054.7,2314.7,89.4,87.5,181.2,WT - Well test confirmed with shake outs,No,MPE-41,190.4530905906952,1050.1283105022849,169.02966950549452,1580.7639826788031
215,2023-12-28,251.6,3062.5,134.1,15.5,15.5,0.0,2484.8,3074.6,2618.9,94.9,115.6,210.8,,No,MPE-41,235.47894345991543,1198.5303012746235,186.93133090909106,-79.08302427987138
216,2024-01-07,239.9,0.0,162.2,14.7,14.7,0.0,2279.3,3042.8,2441.5,93.4,90.5,201.1,,No,MPE-41,228.8804796388542,1147.9845014245013,177.0575360130364,452.3386709054845
217,2023-06-13,278.7,3094.4,417.4,702.6,702.6,0.0,1022.1,3514.7,1439.5,71.0,"1,683.4",214.9,,No,MPE-42,228.683062996689,799.2132820512818,168.5530750133766,
218,2023-06-15,275.5,3145.1,398.5,701.5,701.5,0.0,1034.9,3554.6,1433.4,72.2,"1,760.2",210.1,,No,MPE-42,261.03818233555023,798.4953141091637,169.6756560150378,629.7846176776915
219,2023-06-22,279.0,3132.8,389.8,708.5,708.5,0.0,1050.4,3544.7,1440.2,72.9,"1,817.4",214.3,,No,MPE-42,263.92590817704445,797.8011213047909,168.54089708580685,944.8270737839008
220,2023-07-04,275.7,3127.3,328.6,682.1,682.1,0.0,1072.4,3544.2,1401.0,76.5,"2,075.4",211.4,,No,MPE-42,265.5658798611108,794.5109867751779,168.9038579352007,676.9222501428358
221,2023-08-19,272.7,2987.7,332.2,567.6,567.6,0.0,1027.4,3471.2,1359.6000000000001,75.6,"1,708.6",209.3,,No,MPE-42,272.53629741727195,790.0946372239738,169.91709972035827,645.0591577597913
222,2023-08-22,269.3,3051.0,375.4,628.8,628.8,0.0,1014.5,3495.6,1389.9,73.0,"1,675.0",206.6,,No,MPE-42,249.18669561478922,788.0370351239653,169.7504764094146,882.4218918500933
223,2023-09-02,267.8,3069.7,345.4,638.5,638.5,0.0,1038.7,3495.9,1384.1,75.0,"1,848.7",203.9,,No,MPE-42,248.4348892353378,785.6133195663398,171.29656712783645,207.22285347853554
224,2023-09-14,271.8,3052.8,332.8,636.2,636.2,0.0,1066.1,3517.1,1398.8999999999999,76.2,"1,911.6",209.7,,No,MPE-42,248.4373131578948,781.9355914538831,170.49551956989282,1129.5554466238532
225,2023-10-06,266.0,3085.3,113.9,548.4,548.4,0.0,1336.0,3654.0,1449.9,92.1,"4,816.2",201.1,WT - Meter tech calibrated in new Phase dynamics after piping changeout,No,MPE-42,242.16311546468435,787.781386861313,180.0043216260162,621.5888621312648
226,2023-10-24,257.8,3216.7,221.1,456.7,456.7,0.0,1142.5,2162.4,1363.6,83.8,"2,065.3",201.0,WT - recalibrated. Smaller JP installed for facility water handling.,No,MPE-42,253.75679514462763,823.7149315883413,171.1435665573771,1391.4899210411318
227,2023-11-03,232.5,3231.4,131.3,431.1,431.1,0.0,1283.3,2159.4,1414.6,90.7,"3,282.8",197.4,WT - Well test confirmed with S/O's,No,MPE-42,218.29082977315716,821.6175178147251,172.2821284648185,879.7940182884032
228,2023-11-15,232.1,3227.3,158.8,457.9,457.9,0.0,1177.9,2164.3,1336.7,88.1,"2,884.3",198.6,,No,MPE-42,216.85481911911907,810.7893051359514,171.95576824877253,624.9860716607661
229,2023-12-09,230.6,3169.8,179.8,431.5,431.5,0.0,1144.7,2171.3,1324.5,86.4,"2,399.7",198.3,,No,MPE-42,221.6267609852221,790.9560217560207,168.8722446236559,-1362.255768138895
230,2023-12-13,231.1,3175.0,188.3,426.2,426.2,0.0,1161.1,2172.5,1349.3999999999999,86.0,"2,263.3",199.2,,No,MPE-42,221.61567012765988,791.3801597051589,169.24453294054643,768.3949489193313
231,2024-01-26,234.1,3091.5,294.2,381.6,381.6,0.0,1076.8,2156.4,1371.0,78.5,"1,297.3",204.1,WT - PD was calibrated,No,MPE-42,224.64951521739133,777.8320335932821,176.60603923705696,1637.7617048610143
232,2024-02-01,238.2,3163.9,298.4,369.7,369.7,0.0,1101.3,2151.5,1399.6999999999998,78.7,"1,238.8",208.6,,No,MPE-42,223.51926964121438,784.4314426633798,173.5599510204082,462.57803237014855
233,2024-03-01,230.1,3179.1,274.2,361.9,361.9,0.0,1139.9,2173.0,1414.1000000000001,80.6,"1,320.2",200.3,,No,MPE-42,215.33176715272438,770.5922509225081,170.7898197036228,2129.6201009757206
234,2024-03-07,226.0,3135.6,268.7,378.5,378.5,0.0,1119.1,2165.0,1387.8,80.6,"1,408.5",195.5,,No,MPE-42,221.62931427174962,769.2723733003702,174.73091911207425,699.6249906386611
235,2024-03-08,227.2,3132.1,270.0,376.6,376.6,0.0,1128.3,2165.1,1398.3,80.7,"1,394.5",197.3,,No,MPE-42,211.27156787790747,769.4510651247715,174.64731523249614,745.6544195951983
236,2024-03-18,231.4,3182.3,271.0,345.1,345.1,0.0,1105.4,2180.8,1376.4,80.3,"1,273.5",202.3,,No,MPE-42,217.64880323920204,766.9090067859344,173.86287872454463,607.1423813258655
237,2023-06-21,388.1,1916.6,335.2,24.8,24.8,0.0,0.0,2258.9,335.2,0.0,73.9,364.9,,No,MPF-107,382.798117914301,707.4955922865018,342.9344723333327,
238,2023-07-02,393.4,2021.2,245.2,18.1,18.1,0.0,0.0,2299.5,245.2,0.0,74.0,372.7,,No,MPF-107,371.05383657917054,728.9635057471263,357.1571478348438,787.4516433087388
239,2023-07-11,393.9,1893.7,225.2,16.7,16.7,0.0,0.0,2234.5,225.2,0.0,74.0,371.0,,No,MPF-107,383.85141504931653,837.9431506849307,339.8741669895074,2065.0539526846087
240,2023-08-14,412.3,2566.2,266.2,19.7,19.7,0.0,0.0,2487.6,266.2,0.0,74.2,391.9,,No,MPF-107,396.60653398285245,768.7078616352202,360.00118066971095,1218.2306407823648
241,2023-09-19,413.4,2240.5,257.6,19.1,19.1,0.0,56.3,3070.9,313.90000000000003,17.9,74.1,388.0,,No,MPF-107,384.93339811856606,755.2104591836742,349.0338272554603,844.0329881048546
242,2023-10-17,396.6,2545.5,350.9,26.0,26.0,0.0,0.0,3182.9,350.9,0.0,74.0,375.6,,No,MPF-107,379.6113821153849,839.920984455959,342.50654512067166,36.54467856285571
243,2023-11-29,358.3,2399.2,397.7,29.4,29.4,0.0,0.0,3128.8,397.7,0.0,74.0,373.0,,No,MPF-107,359.8695437677628,838.9871794871787,344.8244415094341,846.9225264120493
244,2023-12-19,397.7,1827.4,322.9,23.9,23.9,0.0,249.4,2213.4,572.3,43.6,74.1,380.5,,No,MPF-107,380.0038755894091,825.7142091152814,339.8440648623852,869.2200564453893
245,2024-01-22,355.9,2266.6,230.5,17.0,17.0,0.0,0.0,2427.1,230.5,0.0,73.7,331.9,,No,MPF-107,355.87293381790386,718.3669250645993,325.7569303186024,645.9750322217607
246,2024-02-17,379.0,2424.4,242.3,17.9,17.9,0.0,0.0,2384.3,242.3,0.0,73.9,358.8,,No,MPF-107,378.74334232902055,759.9164102564105,317.42562205882336,-93.25649330086634
247,2023-06-15,401.4,2593.4,201.2,14.9,14.9,0.0,0.0,2419.8,201.2,0.0,74.0,375.1,,No,MPF-73,365.9382981619258,396.134896142433,344.42450658135243,
248,2023-07-23,386.7,2774.4,132.9,9.8,9.8,0.0,35.7,2429.7,168.60000000000002,21.2,73.9,361.9,WT - BHP @ 650psi,No,MPF-73,386.4103480463717,698.2977038796519,340.1731838484546,2261.0170101525096
249,2023-08-20,405.0,2713.2,190.0,14.1,14.1,0.0,0.0,2474.5,190.0,0.0,74.0,378.3,,No,MPF-73,403.4441625,449.3666666666666,352.76859500462535,2659.502043791305
250,2023-09-17,402.8,2766.4,125.8,9.3,9.3,0.0,0.0,2444.5,125.8,0.0,74.0,376.1,WT - PD recalibrated.,No,MPF-73,384.5833714285714,445.84999999999997,346.44382677484765,438.9590861889928
251,2023-10-04,390.9,2797.2,185.4,13.7,13.7,0.0,26.3,2413.8,211.70000000000002,12.4,73.9,361.9,,No,MPF-73,381.86518333333333,447.1166666666666,332.5398581355931,443.9949747768724
252,2023-10-11,395.9,2797.4,183.0,13.5,13.5,0.0,0.0,2469.2,183.0,0.0,74.0,367.3,,No,MPF-73,405.39725,433.3333333333333,333.9810879310337,345.4465737514521
253,2023-10-19,386.1,2796.7,185.2,13.7,13.7,0.0,25.7,2443.6,210.89999999999998,12.2,73.9,357.5,,No,MPF-73,353.54688333333326,438.40000000000003,338.8373660523758,400.1003584229384
254,2023-11-06,396.0,2820.7,139.2,10.3,10.3,0.0,137.4,2344.2,276.6,49.7,74.0,367.5,,No,MPF-73,384.1234857142857,285.275294117647,342.8080417207787,929.9372978780552
255,2023-11-08,402.8,2820.9,158.5,11.7,11.7,0.0,168.3,2316.0,326.8,51.5,74.0,374.5,WP - Weather,No,MPF-73,390.61788571428576,287.81776504297983,342.39043227176217,271.2663806127254
256,2023-11-13,413.0,2822.2,148.5,11.0,11.0,0.0,59.7,2397.7,208.2,28.7,74.1,384.2,,No,MPF-73,381.19783333333334,289.2452970297029,347.41153554434004,291.7513017483854
257,2023-11-19,398.4,2911.5,142.9,10.6,10.6,0.0,56.8,2443.7,199.7,28.4,74.0,372.3,,No,MPF-73,385.7561,287.72225,339.6845886543538,251.93960390215557
258,2023-12-06,403.2,2796.0,183.6,13.6,13.6,0.0,0.0,2454.0,183.6,0.0,74.0,374.3,,No,MPF-73,388.1334166666666,453.8333333333333,345.4952869451694,2348.1187308488625
259,2024-01-01,403.2,2845.3,175.9,13.0,13.0,0.0,0.0,2497.8,175.9,0.0,74.0,373.8,,No,MPF-73,388.7092,421.08333333333326,344.3446814536342,-327.0627705627727
260,2024-02-26,383.4,2846.5,131.5,9.7,9.7,0.0,0.0,2577.4,131.5,0.0,73.9,354.6,,No,MPF-73,379.34521428571435,360.2666666666666,329.80335587892904,180.14523273273272
261,2024-02-28,385.1,2846.7,154.1,11.4,11.4,0.0,0.0,2572.9,154.1,0.0,73.9,356.5,,No,MPF-73,384.27306666666664,356.76666666666665,329.3276660056658,380.63171091445395
262,2024-03-08,379.9,2845.7,152.3,11.2,11.2,0.0,0.0,2599.4,152.3,0.0,73.8,351.7,,No,MPF-73,364.3952166666666,345.45,323.1669804539726,-612.065740740749
263,2023-06-06,222.6,2644.6,201.8,322.0,322.0,0.0,0.0,2222.8,201.8,0.0,"1,595.6",202.3,,No,MPG-16,220.38979421965345,713.3443767625492,197.7906241325482,
264,2023-06-30,225.6,2591.2,218.0,294.8,294.8,0.0,0.0,2272.6,218.0,0.0,"1,352.5",204.3,WT - WC 91.2%,No,MPG-16,226.051978644764,707.4571413557532,202.16907417990654,786.6804326323918
265,2023-07-26,224.1,2438.3,228.4,268.9,268.9,0.0,0.0,2270.0,228.4,0.0,"1,177.0",204.6,WT - Emerson Recalibrated 90.2% WC,No,MPG-16,218.21712000000014,713.6107153214122,202.84956902654818,578.468763998669
266,2023-08-01,221.5,2501.4,231.2,279.0,279.0,0.0,0.0,2271.0,231.2,0.0,"1,206.6",201.1,,No,MPG-16,220.8463755458516,715.2500662251657,201.46686323318943,579.886520172371
267,2023-08-05,218.2,2380.6,327.0,294.9,294.9,0.0,0.0,2262.7,327.0,0.0,901.7,197.5,,No,MPG-16,218.77493247588433,748.1182889932188,196.9218875968983,635.9271736993423
268,2023-08-10,219.2,2469.3,259.6,261.1,261.1,0.0,0.0,2302.6,259.6,0.0,"1,005.8",199.6,,No,MPG-16,214.90630923482829,722.99597230584,196.30895778954766,626.2340522458468
269,2023-09-02,218.6,2603.7,285.6,278.9,278.9,0.0,0.0,2364.1,285.6,0.0,976.3,198.4,,No,MPG-16,218.34786382978763,708.3349669669678,194.87348669280328,869.3804717662715
270,2023-09-03,216.7,2609.0,270.2,282.8,282.8,0.0,0.0,2387.9,270.2,0.0,"1,046.6",196.8,,No,MPG-16,216.11635905511815,706.5885938480859,195.1400248630144,675.9476836713401
271,2023-10-05,236.0,2546.7,266.5,393.6,393.6,0.0,0.0,2431.4,266.5,0.0,"1,477.1",211.9,,No,MPG-16,237.05802352941203,648.8487320173978,207.91684696347346,-3509.981856598393
